Defaulted container "osu" out of: osu, flux-view (init)
#!/bin/bash
set -euo pipefail
mkdir -p /tmp/output
flux resource list
# At most 28 combinations, 8 nodes 2 at a time
hosts=$(flux run -N32 hostname | shuf -n 8 | tr '\n' ' ')
list=${hosts}
dequeue_from_list() {
  shift;
  list=$@
}
iter=0
for i in $hosts; do
  dequeue_from_list $list
  for j in $list; do
    echo "FLUX-RUN START osu-iter-${i} ${j}"
    flux run -N 2 -n 2        --setattr=user.study_id=osu-iter-$i       --requires="hosts:${i},${j}"       -o cpu-affinity=per-task -o gpu-affinity=off          /opt/osu-benchmark/build.openmpi/mpi/pt2pt/osu_latency
    iter=$((iter+1))
    echo "FLUX-RUN END osu-iter-${i} ${j}"
done
done



output=./results/${app}
(apt-get update && apt-get install -y jq) || (yum update -y && yum install -y jq)
mkdir -p $output
for jobid in $(flux jobs -a --json | jq -r .jobs[].id); do
    echo
    study_id=$(flux job info $jobid jobspec | jq -r ".attributes.user.study_id")
    echo "FLUX-JOB START ${jobid} ${study_id}"
    echo "FLUX-JOB-JOBSPEC START"
    flux job info $jobid jobspec
    echo "FLUX-JOB-JOBSPEC END" 
    
    echo "FLUX-JOB-RESOURCES START"
    flux job info ${jobid} R
    echo "FLUX-JOB-RESOURCES END"
    echo "FLUX-JOB-EVENTLOG START" 
    flux job info $jobid guest.exec.eventlog
    echo "FLUX-JOB-EVENTLOG END" 
    echo "FLUX-JOB END ${jobid} ${study_id}"
done
echo "FLUX JOB STATS"
flux job stats         

     STATE NNODES   NCORES    NGPUS NODELIST
      free     32     2816        0 osu-[0-31]
 allocated      0        0        0 
      down      0        0        0 
FLUX-RUN START osu-iter-osu-31 osu-8
# OSU MPI Latency Test v5.8
# Size          Latency (us)
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      22.92
1                      22.95
2                      22.95
4                      22.97
8                      23.02
16                     23.13
32                     23.29
64                     23.53
128                    23.35
256                    24.43
512                    24.69
1024                   24.95
2048                   26.33
4096                   27.74
8192                   30.63
16384                  40.06
32768                  47.26
65536                 111.48
131072                142.11
262144                188.25
524288                272.93
1048576               426.75
2097152               741.76
4194304              1262.59
FLUX-RUN END osu-iter-osu-31 osu-1
FLUX-RUN START osu-iter-osu-31 osu-13
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      22.96
1                      22.96
2                      22.98
4                      22.97
8                      22.96
16                     22.99
32                     22.92
64                     23.06
128                    23.18
256                    24.46
512                    24.69
1024                   24.98
2048                   26.34
4096                   27.58
8192                   30.43
16384                  41.30
32768                  49.96
65536                 110.14
131072                139.25
262144                185.98
524288                270.72
1048576               418.22
2097152               723.73
4194304              1240.33
FLUX-RUN END osu-iter-osu-31 osu-13
FLUX-RUN START osu-iter-osu-8 osu-17
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      22.97
1                      23.28
2                      23.23
4                      23.30
8                      23.24
16                     23.38
32                     23.32
64                     23.34
128                    23.46
256                    24.87
512                    24.97
1024                   25.26
2048                   26.68
4096                   28.43
8192                   31.43
16384                  43.08
32768                  51.31
65536                 113.87
131072                146.39
262144                195.99
524288                282.57
1048576               454.37
2097152               787.82
4194304              1348.52
FLUX-RUN END osu-iter-osu-8 osu-17
FLUX-RUN START osu-iter-osu-8 osu-20
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      23.10
1                      22.84
2                      22.75
4                      22.83
8                      22.96
16                     22.80
32                     22.85
64                     22.79
128                    23.18
256                    25.05
512                    25.16
1024                   25.22
2048                   26.61
4096                   28.10
8192                   31.12
16384                  41.06
32768                  47.91
65536                 111.78
131072                144.00
262144                192.03
524288                276.35
1048576               436.62
2097152               755.56
4194304              1303.79
FLUX-RUN END osu-iter-osu-8 osu-20
FLUX-RUN START osu-iter-osu-8 osu-26
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      19.28
1                      19.30
2                      19.14
4                      19.16
8                      19.30
16                     19.18
32                     19.18
64                     19.18
128                    19.26
256                    20.74
512                    20.92
1024                   21.19
2048                   22.57
4096                   23.56
8192                   26.08
16384                  37.88
32768                  42.94
65536                  99.63
131072                131.52
262144                179.23
524288                266.39
1048576               427.74
2097152               748.08
4194304              1292.12
FLUX-RUN END osu-iter-osu-8 osu-26
FLUX-RUN START osu-iter-osu-8 osu-23
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      19.05
1                      19.18
2                      19.11
4                      19.20
8                      19.22
16                     19.33
32                     19.46
64                     19.23
128                    19.30
256                    20.74
512                    20.84
1024                   21.11
2048                   22.35
4096                   23.73
8192                   26.15
16384                  38.13
32768                  45.65
65536                 100.44
131072                132.13
262144                179.71
524288                267.79
1048576               430.49
2097152               751.28
4194304              1310.96
FLUX-RUN END osu-iter-osu-8 osu-23
FLUX-RUN START osu-iter-osu-8 osu-1
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      19.20
1                      19.22
2                      19.20
4                      19.21
8                      19.20
16                     19.20
32                     19.21
64                     19.20
128                    19.31
256                    20.80
512                    20.93
1024                   21.10
2048                   22.63
4096                   23.64
8192                   26.27
16384                  38.73
32768                  42.50
65536                  99.45
131072                131.05
262144                178.01
524288                264.43
1048576               418.47
2097152               740.91
4194304              1264.63
FLUX-RUN END osu-iter-osu-8 osu-1
FLUX-RUN START osu-iter-osu-8 osu-13
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      19.26
1                      19.29
2                      19.22
4                      19.17
8                      19.09
16                     19.09
32                     19.15
64                     19.22
128                    19.38
256                    20.87
512                    21.09
1024                   21.37
2048                   22.62
4096                   23.69
8192                   26.02
16384                  38.34
32768                  45.64
65536                  99.80
131072                130.02
262144                174.69
524288                261.20
1048576               412.75
2097152               721.59
4194304              1237.66
FLUX-RUN END osu-iter-osu-8 osu-13
FLUX-RUN START osu-iter-osu-17 osu-20
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      18.89
1                      18.95
2                      18.92
4                      18.95
8                      18.97
16                     19.05
32                     19.02
64                     19.02
128                    19.17
256                    20.53
512                    20.69
1024                   20.85
2048                   22.11
4096                   23.45
8192                   25.89
16384                  39.70
32768                  42.85
65536                  99.59
131072                131.06
262144                178.79
524288                263.32
1048576               421.70
2097152               755.65
4194304              1320.28
FLUX-RUN END osu-iter-osu-17 osu-20
FLUX-RUN START osu-iter-osu-17 osu-26
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      23.28
1                      23.37
2                      23.77
4                      23.25
8                      23.21
16                     23.24
32                     23.24
64                     23.39
128                    23.52
256                    24.90
512                    25.00
1024                   25.30
2048                   26.77
4096                   28.18
8192                   31.31
16384                  44.26
32768                  48.27
65536                 113.13
131072                145.89
262144                194.64
524288                283.19
1048576               449.25
2097152               776.67
4194304              1328.24
FLUX-RUN END osu-iter-osu-17 osu-26
FLUX-RUN START osu-iter-osu-17 osu-23
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      22.86
1                      22.87
2                      22.97
4                      22.98
8                      22.97
16                     22.92
32                     23.02
64                     23.06
128                    23.17
256                    24.64
512                    24.90
1024                   25.04
2048                   26.61
4096                   27.99
8192                   31.10
16384                  41.66
32768                  50.76
65536                 111.62
131072                145.05
262144                193.92
524288                281.64
1048576               454.25
2097152               788.24
4194304              1361.29
FLUX-RUN END osu-iter-osu-17 osu-23
FLUX-RUN START osu-iter-osu-17 osu-1
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      22.82
1                      22.93
2                      22.93
4                      22.95
8                      22.90
16                     22.92
32                     22.94
64                     22.96
128                    23.11
256                    24.61
512                    24.77
1024                   25.09
2048                   26.36
4096                   27.98
8192                   30.96
16384                  42.05
32768                  50.39
65536                 112.02
131072                144.30
262144                189.55
524288                276.57
1048576               439.02
2097152               761.53
4194304              1312.09
FLUX-RUN END osu-iter-osu-17 osu-1
FLUX-RUN START osu-iter-osu-17 osu-13
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      22.83
1                      22.72
2                      22.72
4                      22.74
8                      22.82
16                     22.83
32                     22.86
64                     23.01
128                    23.14
256                    24.37
512                    24.64
1024                   24.99
2048                   26.42
4096                   27.86
8192                   30.75
16384                  41.58
32768                  50.56
65536                 111.14
131072                142.98
262144                189.78
524288                275.55
1048576               430.67
2097152               750.40
4194304              1283.39
FLUX-RUN END osu-iter-osu-17 osu-13
FLUX-RUN START osu-iter-osu-20 osu-26
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      23.06
1                      23.12
2                      23.10
4                      23.03
8                      23.04
16                     23.16
32                     23.08
64                     23.08
128                    23.22
256                    24.71
512                    25.01
1024                   25.20
2048                   26.61
4096                   28.16
8192                   31.05
16384                  42.50
32768                  50.95
65536                 112.12
131072                144.79
262144                190.78
524288                278.60
1048576               446.00
2097152               761.94
4194304              1306.19
FLUX-RUN END osu-iter-osu-20 osu-26
FLUX-RUN START osu-iter-osu-20 osu-23
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      23.31
1                      23.32
2                      23.25
4                      23.33
8                      23.32
16                     23.33
32                     23.32
64                     23.36
128                    23.41
256                    25.02
512                    25.09
1024                   25.47
2048                   26.96
4096                   28.34
8192                   31.25
16384                  41.63
32768                  47.79
65536                 113.00
131072                144.41
262144                192.19
524288                276.47
1048576               440.40
2097152               761.13
4194304              1328.91
FLUX-RUN END osu-iter-osu-20 osu-23
FLUX-RUN START osu-iter-osu-20 osu-1
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      23.20
1                      23.54
2                      23.56
4                      23.74
8                      23.59
16                     23.38
32                     23.38
64                     23.47
128                    23.63
256                    25.00
512                    24.99
1024                   25.11
2048                   26.77
4096                   28.10
8192                   31.04
16384                  41.12
32768                  51.24
65536                 112.74
131072                143.08
262144                192.71
524288                281.11
1048576               439.44
2097152               759.35
4194304              1302.03
FLUX-RUN END osu-iter-osu-20 osu-1
FLUX-RUN START osu-iter-osu-20 osu-13
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      22.88
1                      23.04
2                      23.03
4                      22.99
8                      23.05
16                     23.04
32                     23.09
64                     23.03
128                    23.25
256                    24.33
512                    24.60
1024                   24.80
2048                   26.29
4096                   27.85
8192                   32.29
16384                  46.90
32768                  52.37
65536                 117.86
131072                161.71
262144                217.09
524288                270.80
1048576               425.11
2097152               728.49
4194304              1281.89
FLUX-RUN END osu-iter-osu-20 osu-13
FLUX-RUN START osu-iter-osu-26 osu-23
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      18.91
1                      18.92
2                      18.90
4                      18.90
8                      18.87
16                     18.94
32                     18.96
64                     18.99
128                    19.13
256                    20.78
512                    21.02
1024                   21.24
2048                   22.54
4096                   24.27
8192                   25.86
16384                  40.16
32768                  37.50
65536                 100.10
131072                130.17
262144                176.94
524288                261.05
1048576               418.48
2097152               734.05
4194304              1303.61
FLUX-RUN END osu-iter-osu-26 osu-23
FLUX-RUN START osu-iter-osu-26 osu-1
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      19.25
1                      19.31
2                      19.29
4                      19.32
8                      19.30
16                     19.35
32                     19.33
64                     19.26
128                    19.23
256                    20.60
512                    20.83
1024                   20.97
2048                   22.34
4096                   23.31
8192                   25.60
16384                  39.81
32768                  45.62
65536                  98.46
131072                127.71
262144                172.48
524288                256.25
1048576               400.94
2097152               700.16
4194304              1212.65
FLUX-RUN END osu-iter-osu-26 osu-1
FLUX-RUN START osu-iter-osu-26 osu-13
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      19.08
1                      19.06
2                      19.04
4                      19.00
8                      19.03
16                     19.02
32                     19.06
64                     19.08
128                    19.18
256                    20.42
512                    20.62
1024                   20.83
2048                   22.04
4096                   23.30
8192                   25.77
16384                  40.14
32768                  45.53
65536                  98.20
131072                128.17
262144                174.09
524288                260.11
1048576               411.88
2097152               718.61
4194304              1243.08
FLUX-RUN END osu-iter-osu-26 osu-13
FLUX-RUN START osu-iter-osu-23 osu-1
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      18.78
1                      18.79
2                      18.86
4                      18.97
8                      18.90
16                     18.92
32                     18.92
64                     18.92
128                    19.16
256                    20.67
512                    20.71
1024                   20.86
2048                   22.19
4096                   23.47
8192                   25.98
16384                  37.75
32768                  45.70
65536                 100.34
131072                131.70
262144                177.99
524288                267.44
1048576               425.91
2097152               749.16
4194304              1302.20
FLUX-RUN END osu-iter-osu-23 osu-1
FLUX-RUN START osu-iter-osu-23 osu-13
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      18.94
1                      18.90
2                      18.89
4                      18.93
8                      18.86
16                     18.85
32                     18.92
64                     19.02
128                    19.15
256                    20.31
512                    20.54
1024                   20.87
2048                   21.84
4096                   23.29
8192                   25.71
16384                  37.06
32768                  45.64
65536                  98.91
131072                129.83
262144                176.62
524288                265.48
1048576               425.26
2097152               818.11
4194304              1282.20
FLUX-RUN END osu-iter-osu-23 osu-13
FLUX-RUN START osu-iter-osu-1 osu-13
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      18.68
1                      18.71
2                      18.81
4                      19.07
8                      19.25
16                     19.23
32                     19.14
64                     19.10
128                    19.00
256                    20.57
512                    20.89
1024                   21.15
2048                   22.59
4096                   23.75
8192                   25.86
16384                  37.62
32768                  45.72
65536                  99.10
131072                128.44
262144                174.38
524288                258.98
1048576               409.30
2097152               717.77
4194304              1234.12
FLUX-RUN END osu-iter-osu-1 osu-13
0% [Working]            Get:1 http://security.ubuntu.com/ubuntu jammy-security InRelease [129 kB]
0% [Connecting to archive.ubuntu.com] [1 InRelease 1140 B/129 kB 1%]                                                                    Hit:2 http://archive.ubuntu.com/ubuntu jammy InRelease
                                                                    0% [1 InRelease 129 kB/129 kB 100%]                                   0% [Waiting for headers]                        Get:3 http://archive.ubuntu.com/ubuntu jammy-updates InRelease [128 kB]
0% [3 InRelease 12.7 kB/128 kB 10%]0% [3 InRelease 56.2 kB/128 kB 44%]                                   0% [3 InRelease 126 kB/128 kB 98%]                                  0% [Waiting for headers]                        Get:4 http://security.ubuntu.com/ubuntu jammy-security/universe amd64 Packages [1243 kB]
0% [Waiting for headers] [4 Packages 2655 B/1243 kB 0%]                                                       Get:5 http://archive.ubuntu.com/ubuntu jammy-backports InRelease [127 kB]
0% [5 InRelease 2588 B/127 kB 2%] [4 Packages 2655 B/1243 kB 0%]0% [5 InRelease 101 kB/127 kB 79%] [4 Packages 103 kB/1243 kB 8%]                                                                 0% [4 Packages 132 kB/1243 kB 11%]                                  Get:6 http://archive.ubuntu.com/ubuntu jammy-updates/universe amd64 Packages [1542 kB]
0% [6 Packages 6999 B/1542 kB 0%] [4 Packages 281 kB/1243 kB 23%]20% [6 Packages 207 kB/1542 kB 13%] [4 Packages 605 kB/1243 kB 49%]                                                                   25% [6 Packages 599 kB/1542 kB 39%]25% [4 Packages store 0 B] [6 Packages 599 kB/1542 kB 39%] [Waiting for headers                                                                               Get:7 http://security.ubuntu.com/ubuntu jammy-security/restricted amd64 Packages [4000 kB]
28% [4 Packages store 0 B] [6 Packages 1219 kB/1542 kB 79%] [7 Packages 22.9 kB32% [4 Packages store 0 B] [Waiting for headers] [7 Packages 659 kB/4000 kB 16%                                                                               Get:8 http://archive.ubuntu.com/ubuntu jammy-updates/multiverse amd64 Packages [55.7 kB]
32% [4 Packages store 0 B] [8 Packages 3700 B/55.7 kB 7%] [7 Packages 659 kB/4032% [4 Packages store 0 B] [Waiting for headers] [7 Packages 719 kB/4000 kB 18%                                                                               Get:9 http://archive.ubuntu.com/ubuntu jammy-updates/restricted amd64 Packages [4246 kB]
32% [4 Packages store 0 B] [9 Packages 14.5 kB/4246 kB 0%] [7 Packages 722 kB/4                                                                               37% [9 Packages 330 kB/4246 kB 8%] [7 Packages 1194 kB/4000 kB 30%]37% [6 Packages store 0 B] [9 Packages 330 kB/4246 kB 8%] [7 Packages 1194 kB/467% [6 Packages store 0 B] [9 Packages 4246 kB/4246 kB 100%] [Waiting for heade                                                                               Get:10 http://security.ubuntu.com/ubuntu jammy-security/multiverse amd64 Packages [47.7 kB]
67% [6 Packages store 0 B] [9 Packages 4246 kB/4246 kB 100%] [10 Packages 7345 67% [6 Packages store 0 B] [9 Packages 4246 kB/4246 kB 100%] [Waiting for heade                                                                               Get:11 http://security.ubuntu.com/ubuntu jammy-security/main amd64 Packages [2788 kB]
68% [6 Packages store 0 B] [9 Packages 4246 kB/4246 kB 100%] [11 Packages 16.4 68% [6 Packages store 0 B] [Waiting for headers] [11 Packages 83.8 kB/2788 kB 3                                                                               Get:12 http://archive.ubuntu.com/ubuntu jammy-updates/main amd64 Packages [3140 kB]
68% [6 Packages store 0 B] [12 Packages 8192 B/3140 kB 0%] [11 Packages 83.8 kB                                                                               81% [12 Packages 1572 kB/3140 kB 50%] [11 Packages 1372 kB/2788 kB 49%]81% [8 Packages store 0 B] [12 Packages 1572 kB/3140 kB 50%] [11 Packages 1372                                                                                85% [12 Packages 1996 kB/3140 kB 64%] [11 Packages 1645 kB/2788 kB 59%]85% [7 Packages store 0 B] [12 Packages 1996 kB/3140 kB 64%] [11 Packages 1657                                                                                94% [7 Packages store 0 B] [11 Packages 2519 kB/2788 kB 90%]                                                            Get:13 http://archive.ubuntu.com/ubuntu jammy-backports/main amd64 Packages [82.7 kB]
95% [7 Packages store 0 B] [13 Packages 24.6 kB/82.7 kB 30%] [11 Packages 2545                                                                                95% [7 Packages store 0 B] [11 Packages 2589 kB/2788 kB 93%]                                                            Get:14 http://archive.ubuntu.com/ubuntu jammy-backports/universe amd64 Packages [35.2 kB]
95% [7 Packages store 0 B] [14 Packages 8192 B/35.2 kB 23%] [11 Packages 2592 k                                                                               95% [7 Packages store 0 B] [11 Packages 2610 kB/2788 kB 94%]                                                            96% [7 Packages store 0 B]                          97% [Working]97% [10 Packages store 0 B]                           97% [Working]97% [9 Packages store 0 B]                          98% [Working]98% [12 Packages store 0 B]                           98% [Working]98% [13 Packages store 0 B]                           99% [Working]99% [14 Packages store 0 B]                           99% [Working]99% [11 Packages store 0 B]                           100% [Working]              Fetched 17.6 MB in 1s (14.7 MB/s)
Reading package lists... 0%Reading package lists... 0%Reading package lists... 0%Reading package lists... 4%Reading package lists... 4%Reading package lists... 5%Reading package lists... 5%Reading package lists... 47%Reading package lists... 47%Reading package lists... 47%Reading package lists... 47%Reading package lists... 56%Reading package lists... 56%Reading package lists... 70%Reading package lists... 70%Reading package lists... 74%Reading package lists... 74%Reading package lists... 74%Reading package lists... 74%Reading package lists... 75%Reading package lists... 75%Reading package lists... 75%Reading package lists... 75%Reading package lists... 83%Reading package lists... 83%Reading package lists... 95%Reading package lists... 95%Reading package lists... 99%Reading package lists... 99%Reading package lists... 99%Reading package lists... 99%Reading package lists... Done
Reading package lists... 0%Reading package lists... 0%Reading package lists... 0%Reading package lists... 4%Reading package lists... 4%Reading package lists... 5%Reading package lists... 5%Reading package lists... 47%Reading package lists... 47%Reading package lists... 47%Reading package lists... 47%Reading package lists... 56%Reading package lists... 56%Reading package lists... 70%Reading package lists... 70%Reading package lists... 74%Reading package lists... 74%Reading package lists... 74%Reading package lists... 74%Reading package lists... 75%Reading package lists... 75%Reading package lists... 75%Reading package lists... 75%Reading package lists... 83%Reading package lists... 83%Reading package lists... 95%Reading package lists... 95%Reading package lists... 99%Reading package lists... 99%Reading package lists... 99%Reading package lists... 99%Reading package lists... Done
Building dependency tree... 0%Building dependency tree... 0%Building dependency tree... 0%Building dependency tree... 50%Building dependency tree... 50%Building dependency tree... Done
Reading state information... 0% Reading state information... 0%Reading state information... Done
jq is already the newest version (1.6-2.1ubuntu3).
0 upgraded, 0 newly installed, 0 to remove and 115 not upgraded.

FLUX-JOB START 6793564520448 osu-iter-osu-1
FLUX-JOB-JOBSPEC START
{"resources": [{"type": "node", "count": 2, "with": [{"type": "slot", "count": 1, "with": [{"type": "core", "count": 1}], "label": "task"}]}], "tasks": [{"command": ["/opt/osu-benchmark/build.openmpi/mpi/pt2pt/osu_latency"], "slot": "task", "count": {"per_slot": 1}}], "attributes": {"system": {"duration": 0, "cwd": "/opt", "shell": {"options": {"rlimit": {"cpu": -1, "fsize": -1, "data": -1, "stack": 8388608, "core": -1, "nofile": 1048576, "as": -1, "rss": -1, "nproc": -1}, "cpu-affinity": "per-task", "gpu-affinity": "off"}}, "constraints": {"hostlist": ["osu-1,osu-13"]}}, "user": {"study_id": "osu-iter-osu-1"}}, "version": 1}
FLUX-JOB-JOBSPEC END
FLUX-JOB-RESOURCES START
{"version": 1, "execution": {"R_lite": [{"rank": "1,13", "children": {"core": "87"}}], "nodelist": ["osu-[1,13]"], "starttime": 1744940305, "expiration": 4898539900}}
FLUX-JOB-RESOURCES END
FLUX-JOB-EVENTLOG START
{"timestamp":1744940305.143786,"name":"init"}
{"timestamp":1744940305.1446772,"name":"starting"}
{"timestamp":1744940305.1564388,"name":"shell.init","context":{"service":"0-shell-f45TR2vhM","leader-rank":1,"size":2}}
{"timestamp":1744940305.161418,"name":"shell.start","context":{"taskmap":{"version":1,"map":[[0,2,1,1]]}}}
{"timestamp":1744940318.8758678,"name":"shell.task-exit","context":{"localid":0,"rank":0,"state":"Exited","pid":85,"wait_status":0,"signaled":0,"exitcode":0}}
{"timestamp":1744940318.8786232,"name":"complete","context":{"status":0}}
{"timestamp":1744940318.878655,"name":"done"}

FLUX-JOB-EVENTLOG END
FLUX-JOB END 6793564520448 osu-iter-osu-1

FLUX-JOB START 6554824736768 osu-iter-osu-23
FLUX-JOB-JOBSPEC START
{"resources": [{"type": "node", "count": 2, "with": [{"type": "slot", "count": 1, "with": [{"type": "core", "count": 1}], "label": "task"}]}], "tasks": [{"command": ["/opt/osu-benchmark/build.openmpi/mpi/pt2pt/osu_latency"], "slot": "task", "count": {"per_slot": 1}}], "attributes": {"system": {"duration": 0, "cwd": "/opt", "shell": {"options": {"rlimit": {"cpu": -1, "fsize": -1, "data": -1, "stack": 8388608, "core": -1, "nofile": 1048576, "as": -1, "rss": -1, "nproc": -1}, "cpu-affinity": "per-task", "gpu-affinity": "off"}}, "constraints": {"hostlist": ["osu-23,osu-13"]}}, "user": {"study_id": "osu-iter-osu-23"}}, "version": 1}
FLUX-JOB-JOBSPEC END
FLUX-JOB-RESOURCES START
{"version": 1, "execution": {"R_lite": [{"rank": "13,23", "children": {"core": "87"}}], "nodelist": ["osu-[13,23]"], "starttime": 1744940290, "expiration": 4898539900}}
FLUX-JOB-RESOURCES END
FLUX-JOB-EVENTLOG START
{"timestamp":1744940290.9134874,"name":"init"}
{"timestamp":1744940290.9143379,"name":"starting"}
{"timestamp":1744940290.9261663,"name":"shell.init","context":{"service":"0-shell-f3yBgR8aT","leader-rank":13,"size":2}}
{"timestamp":1744940290.9312637,"name":"shell.start","context":{"taskmap":{"version":1,"map":[[0,2,1,1]]}}}
{"timestamp":1744940304.9388566,"name":"shell.task-exit","context":{"localid":0,"rank":0,"state":"Exited","pid":82,"wait_status":0,"signaled":0,"exitcode":0}}
{"timestamp":1744940304.9416828,"name":"complete","context":{"status":0}}
{"timestamp":1744940304.9417133,"name":"done"}

FLUX-JOB-EVENTLOG END
FLUX-JOB END 6554824736768 osu-iter-osu-23

FLUX-JOB START 6317058031616 osu-iter-osu-23
FLUX-JOB-JOBSPEC START
